Date,Close,High,Low,Open,Volume
2021-01-04,85.76872253417969,87.37715765401825,84.75681130832594,87.22281294628222,38038000
2021-01-05,86.39801025390625,86.73299935267005,85.26128729313963,85.60793819564455,22906000
2021-01-06,86.11859893798828,86.74936612076766,84.31760021238799,84.49775233587917,52042000
2021-01-07,88.69725799560547,88.75432509946349,86.20594117430056,86.35531825640027,45300000
2021-01-08,89.68782043457031,89.81834174352356,88.01660851095045,88.73348369978068,41012000
2021-01-11,87.67840576171875,89.047887686195,87.37071589373467,88.63870226543007,24194000
2021-01-12,86.67740631103516,88.2401862729812,85.62331568317703,87.04316284004813,27140000
2021-01-13,87.06698608398438,87.59477351168651,86.25358294239726,86.28187417200391,21882000
2021-01-14,86.36127471923828,88.08981118186308,86.02479388063934,87.02826918887402,23590000
2021-01-15,86.16326904296875,87.14639689560761,85.43671600067835,86.2625231023288,26844000
2021-01-19,88.87641906738281,89.79031823009862,86.4248051457611,86.96029394215076,34692000
2021-01-20,93.64266967773438,94.47691263088274,90.59700818016246,90.89130209923191,49806000
2021-01-21,93.85855102539062,96.02281503420217,93.653091262733,94.19354009809759,41278000
2021-01-22,94.34488677978516,94.8362045161049,93.38756650254213,94.07838433539773,25442000
2021-01-25,94.26300048828125,95.7607618854233,92.68136499812628,95.31858275584493,38546000
2021-01-26,95.14836883544922,95.5334809106757,93.51090040107225,93.7389416358011,26262000
2021-01-27,90.85804748535156,93.79651116223887,89.77665765481767,93.4257945865802,54966000
2021-01-28,92.46202087402344,94.23472079571793,91.44614161229457,91.5106525806787,35462000
2021-01-29,91.10371398925781,92.17269237519622,89.83621991668983,91.62133143132827,32252000
2021-02-01,94.35979461669922,95.40406368769325,91.85756535319351,91.98857890057364,32044000
2021-02-02,95.65805053710938,97.06003387787534,95.01189583982314,95.41238786442676,45474000
2021-02-03,102.73297882080078,105.03719170323002,100.16771576239726,102.87838785044886,82364000
2021-02-04,102.35083770751953,103.1538132574397,101.36920185837113,102.67441481030524,37046000
2021-02-05,104.11909484863281,104.34291815901767,102.19998621432573,102.72951534871969,30702000
2021-02-08,103.86648559570312,105.3869347160513,102.82876693597579,104.51164830223856,24838000
2021-02-09,103.39998626708984,104.47294026106866,103.153339141781,103.153339141781,17798000
2021-02-10,103.98905944824219,104.63372991225886,102.38658399549954,103.93100033477586,22710000
2021-02-11,104.0143814086914,104.31909522357091,103.09278852654595,104.19403374955975,18914000
2021-02-12,104.42231750488281,104.65606849407718,103.38113056344541,103.7344756103159,17114000
2021-02-16,105.3051986694336,106.83274335243696,104.43472840713319,104.43472840713319,22676000
2021-02-17,105.62330627441406,105.88881673739306,104.16474799837782,104.21834685346211,21418000
2021-02-18,105.07193756103516,105.84290379891695,104.40245928622272,104.73397249673239,22432000
2021-02-19,104.2749252319336,105.73348355681483,104.0898130453819,105.17467874674287,29148000
2021-02-22,102.47542572021484,103.79254303721723,102.33944455710851,102.58063184033716,27350000
2021-02-23,102.77218627929688,103.32553876597618,99.35580848769983,100.49675675125818,33348000
2021-02-24,103.97864532470703,104.2570595002908,101.14787907670082,101.3314994577473,24966000
2021-02-25,100.8118896484375,103.96424877038558,100.31213601750446,102.60295304770493,36568000
2021-02-26,101.0848388671875,102.7796241651447,100.05258016925387,101.76275298637039,41670000
2021-03-01,103.30072021484375,103.5493513322446,101.54340035380785,102.06051794114586,28090000
2021-03-02,103.01933288574219,104.43521190472185,102.79204134384504,103.03670442654219,22692000
2021-03-03,100.58113861083984,103.64853367670482,99.75185565364053,102.59105800249768,29684000
2021-03-04,101.69180297851562,103.68435837482073,100.26152824244853,100.41538074708215,42360000
2021-03-05,104.64217376708984,105.11711204230443,101.5590430201641,102.88435389261545,43904000
2021-03-08,100.45507049560547,105.64811623726695,100.32801743764185,104.2744241479968,32948000
2021-03-09,101.87095642089844,103.12852279691981,101.62926935019789,102.72951498133257,33946000
2021-03-10,101.9865951538086,102.97765910210579,100.91165709440278,102.81686252615054,25372000
2021-03-11,104.95133972167969,105.49377249223345,102.84761897662199,102.93099328109626,24782000
2021-03-12,102.32852935791016,103.73498068889266,101.6153798007851,103.4739380392169,34516000
2021-03-15,102.5553207397461,102.58360439664851,101.41487219976804,102.34737717387182,25962000
2021-03-16,103.84712982177734,105.3875781726272,102.72951267357026,103.17566748070718,29832000
2021-03-17,103.77566528320312,104.70370240170875,101.93546321311196,103.02876472611351,25980000
2021-03-18,101.05308532714844,103.0024692034399,100.92057998943062,102.28286783600868,27228000
2021-03-19,101.39948272705078,101.8907928977242,100.13298082469584,101.34240805448042,46298000
2021-03-22,101.17070770263672,102.13348798788701,100.54936835085859,101.33200406944363,39096000
2021-03-23,101.88385009765625,102.84374508381856,101.20196033977746,101.82131558100869,27340000
2021-03-24,101.49180603027344,103.13696847145059,101.31786341398525,102.4997493475752,23080000
2021-03-25,101.45706176757812,102.17715536104559,99.78807607148335,101.47939336231939,28378000
2021-03-26,101.01982116699219,101.78607721932774,99.95133515354698,101.18409353667353,29870000
2021-03-29,102.0322494506836,102.15532690786644,100.03075843514034,100.63919407485422,24596000
2021-03-30,102.01189422607422,102.768222674311,101.4406779549868,102.11561611154833,20732000
2021-03-31,102.66151428222656,103.88716955991873,102.07168462352524,102.18955211149142,29198000
2021-04-01,106.09178924560547,106.34936361659216,104.0639987751281,104.1166056180529,33980000
2021-04-05,110.44910430908203,111.03273204152705,106.78012736880954,106.845637917698,43298000
2021-04-06,110.40940856933594,111.05010340239878,109.91560700008995,110.29774303328874,27060000
2021-04-07,111.6466293334961,111.91064798169064,110.43819405803684,110.47789719219672,25798000
2021-04-08,112.42877197265625,113.35010737527648,112.04365987787578,113.05011129326408,27166000
2021-04-09,113.44316101074219,113.59998953817454,111.84683440193864,111.99502259379396,20888000
2021-04-12,111.90023803710938,112.91909339865406,111.09006079216573,112.46897052864345,31318000
2021-04-13,112.51959228515625,113.0128865386108,111.96474794585727,112.23175021908428,23310000
2021-04-14,111.9027099609375,113.05159437931093,111.62231934057371,112.911152959664,20220000
2021-04-15,113.97814178466797,114.47129212057,112.45655683858433,113.00146588563129,27472000
2021-04-16,114.03273010253906,114.46349736190467,113.37218749025212,114.29278070382014,22596000
2021-04-19,114.26301574707031,115.05953958182683,113.54068066554962,113.74589052815423,24688000
2021-04-20,113.82777404785156,114.6203297949644,112.7399323890532,114.53546368191472,21774000
2021-04-21,113.81089782714844,113.91164368230889,112.08782111119336,113.41189002090522,23930000
2021-04-22,112.55183410644531,114.33059193403923,111.98260191703122,113.80790850434748,21096000
2021-04-23,114.90321350097656,115.42529878435529,113.06251908106013,113.3235617227495,28670000
2021-04-26,115.47095489501953,116.19155587367531,114.83075977593948,115.13298978738486,20834000
2021-04-27,114.49726104736328,116.00246659500257,114.35582003906823,115.93051175718163,31972000
2021-04-28,118.10965728759766,121.70608135750207,117.85854233793792,119.46126773420414,59728000
2021-04-29,120.59005737304688,120.91908679997171,119.21983344543095,119.61934105132906,39554000
2021-04-30,119.60890197753906,120.45357230680484,119.21386981598272,119.3295033916252,39142000
2021-05-03,118.86697387695312,120.08434482450056,118.33744477612487,119.24166605463816,33788000
2021-05-04,116.83621215820312,118.07739897884774,114.72454752284926,117.60494453426084,35120000
2021-05-05,116.95978546142578,118.22331148805296,116.69527457406797,117.53943763387613,21806000
2021-05-06,118.18112182617188,118.24861640060404,116.24504302548796,116.65705298910346,20618000
2021-05-07,119.04167938232422,119.9210853530202,118.6104122727306,119.10669014834872,23272000
2021-05-10,116.21139526367188,118.01487024218662,115.86747811780978,117.86052553400093,26006000
2021-05-11,114.57865142822266,115.23571829072367,113.30023765378381,113.73994062801565,32110000
2021-05-12,111.1205825805664,113.41785164494686,110.67244374509713,112.2436595911745,34934000
2021-05-13,112.25655364990234,112.98265224138152,111.30121736158576,112.21287490269839,26670000
2021-05-14,114.94589233398438,115.19303925530836,113.31611752602562,113.73844895811682,26624000
2021-05-17,115.2064437866211,115.30222202263761,113.89577072621832,114.60644402584497,19842000
2021-05-18,114.31412506103516,116.28534065744955,114.30072156132653,115.97546234582424,17302000
2021-05-19,114.57615661621094,114.97565662278348,112.33347856164839,112.37714973720954,19350000
2021-05-20,116.92752075195312,117.13844034551128,115.19054833634263,115.53546506514698,23832000
2021-05-21,116.3821029663086,117.56820659332212,116.24662161210094,117.4188295214368,22832000
2021-05-24,119.43770599365234,120.0238100181119,117.12703339736446,117.46896653672783,21244000
2021-05-25,119.55680084228516,120.7389364994994,119.25506307653886,120.09923365607258,18838000
